customer_id,date_of_birth,borough,neighborhood,zip_code,name
200.0,null,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11237,"Sommer, Carlotta"
205.0,01-01-2005,QUEENS,NORTHWEST QUEENS,11103,"Dietz, Johanna"
206.0,null,MANHATTAN,UPPER EAST SIDE,10044,"Reuter, Marie"
217.0,01-01-2000,BROOKLYN,SOUTHWEST BROOKLYN,11214,"Paul, Emma"
225.0,08-12-1999,STATEN ISLAND,PORT RICHMOND,10302,"Ludwig, Jonas"
233.0,null,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10017,"Möller, Hanna"
234.0,25-06-2000,MANHATTAN,LOWER MANHATTAN,10280,"Braun, Leon"
239.0,04-02-2004,QUEENS,SOUTHWEST QUEENS,11419,"Arnold, Mats"
243.0,12-11-2010,QUEENS,NORTHEAST QUEENS,11363,"Hahn, Florian"
247.0,01-01-1999,BRONX,HUNTS POINT AND MOTT HAVEN,10459,"Werner, Ruben"
250.0,16-05-2005,STATEN ISLAND,PORT RICHMOND,10302,"Fuchs, Tobias"
251.0,01-01-2000,BROOKLYN,BOROUGH PARK,11219,"Maier, Anton"
252.0,18-07-2011,BRONX,NORTHEAST BRONX,10470,"Jäger, Elias"
253.0,11-01-2005,MANHATTAN,UPPER WEST SIDE,10025,"Schwarz, Julian"
256.0,02-04-2010,MANHATTAN,LOWER EAST SIDE,10009,"Albrecht, Maximilian"
258.0,29-08-1990,QUEENS,JAMAICA,11435,"Baumann, Sebastian"
267.0,null,QUEENS,WEST QUEENS,11373,"Schulz, Philipp"
270.0,01-01-1999,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10017,"Martens, Antonia"
273.0,01-01-1999,BROOKLYN,NORTHWEST BROOKLYN,11205,"Jäger, Ole"
274.0,01-01-1999,QUEENS,NORTHWEST QUEENS,11106,"Schütz, Julian"
275.0,null,MANHATTAN,LOWER EAST SIDE,10002,"Sommer, Noah"
277.0,25-09-1999,BROOKLYN,EAST NEW YORK AND NEW LOTS,11207,"Bauer, Malte"
284.0,01-01-2000,MANHATTAN,CENTRAL HARLEM,10037,"Barth, Dominik"
291.0,01-01-2000,MANHATTAN,UPPER EAST SIDE,10044,"Weber, Marie"
303.0,null,QUEENS,JAMAICA,11433,"Kuhnert, Johannes"
304.0,01-01-2000,BRONX,NORTHEAST BRONX,10475,"Schneider, Lisa"
305.0,16-05-2016,BROOKLYN,SOUTHWEST BROOKLYN,11228,"Peters, Johanna"
308.0,22-05-1995,BRONX,HIGH BRIDGE AND MORRISANIA,10452,"Braun, Greta"
310.0,12-11-2010,BROOKLYN,SOUTHWEST BROOKLYN,11214,"Schäfer, Victoria"
315.0,12-11-2010,BRONX,HUNTS POINT AND MOTT HAVEN,10459,"Heinrich, Greta"
316.0,16-05-2005,QUEENS,NORTH QUEENS,11354,"Lorenz, Antonia"
317.0,null,BRONX,HIGH BRIDGE AND MORRISANIA,10451,"Schütz, Ruben"
321.0,12-11-2010,MANHATTAN,CHELSEA AND CLINTON,10011,"Hartmann, Julian"
324.0,23-12-1981,BRONX,NORTHEAST BRONX,10475,"Barth, Alina"
325.0,12-11-2000,STATEN ISLAND,STAPLETON AND ST. GEORGE,10305,"Baumann, Anton"
346.0,12-11-2010,BROOKLYN,SOUTHERN BROOKLYN,11229,"Jung, Maximilian"
348.0,null,QUEENS,SOUTHEAST QUEENS,11004,"Engel, Noah"
351.0,12-11-2010,MANHATTAN,EAST HARLEM,10029,"Walter, Luna"
352.0,15-10-2010,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11206,"Schreiber, Ruben"
355.0,01-01-2000,BRONX,NORTHEAST BRONX,10470,"Kopp, Carlotta"
356.0,16-05-2005,BROOKLYN,BOROUGH PARK,11230,"Becker, David"
358.0,04-05-2003,BROOKLYN,NORTHWEST BROOKLYN,11201,"Ziegler, Leni"
360.0,16-02-2005,BRONX,KINGSBRIDGE AND RIVERDALE,10471,"Vogel, Laurin"
363.0,12-11-2010,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10017,"Richter, Kilian"
372.0,01-01-2000,QUEENS,JAMAICA,11412,"Schilling, Mats"
375.0,null,BROOKLYN,BOROUGH PARK,11204,"Klein, Julius"
376.0,01-01-2000,MANHATTAN,LOWER MANHATTAN,10004,"Freitag, Niklas"
380.0,null,BRONX,NORTHEAST BRONX,10470,"Bauer, Lisa"
381.0,01-01-2000,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10022,"Groß, Theo"
384.0,null,BRONX,NORTHEAST BRONX,10470,"Voigt, Lea"
394.0,12-11-1992,QUEENS,SOUTHEAST QUEENS,11411,"Ludwig, Linus"
397.0,01-01-2000,QUEENS,SOUTHEAST QUEENS,11411,"Lehmann, Theo"
399.0,15-04-2003,BRONX,SOUTHEAST BRONX,10461,"Zimmermann, Collin"
401.0,12-11-2010,BRONX,HUNTS POINT AND MOTT HAVEN,10454,"Köhler, Tobias"
403.0,null,BRONX,HIGH BRIDGE AND MORRISANIA,10452,"Horn, Elisa"
404.0,null,QUEENS,WEST CENTRAL QUEENS,11374,"Lorenz, Nele"
407.0,01-01-2000,QUEENS,ROCKAWAYS,11694,"Martens, Sarah"
408.0,01-01-1999,MANHATTAN,GREENWICH VILLAGE AND SOHO,10012,"Böhm, Paul"
409.0,null,QUEENS,ROCKAWAYS,11691,"Jäger, Theo"
415.0,31-05-2016,QUEENS,SOUTHWEST QUEENS,11417,"Horn, Jan"
416.0,null,MANHATTAN,LOWER MANHATTAN,10004,"Klein, Oskar"
422.0,12-11-2004,QUEENS,SOUTHEAST QUEENS,11427,"Voigt, Katharina"
429.0,01-01-2000,BRONX,SOUTHEAST BRONX,10462,"Dietrich, Marco"
430.0,12-11-2010,QUEENS,JAMAICA,11436,"Engel, Helene"
433.0,null,STATEN ISLAND,SOUTH SHORE,10308,"Wolf, Mathilda"
435.0,01-01-2000,MANHATTAN,UPPER EAST SIDE,10075,"Linke, Timo"
439.0,null,BROOKLYN,FLATBUSH,11225,"Seidel, Ole"
440.0,01-01-1989,STATEN ISLAND,SOUTH SHORE,10309,"Becker, Frieda"
441.0,22-12-1991,QUEENS,NORTHWEST QUEENS,11106,"Krämer, Collin"
452.0,02-05-2014,BROOKLYN,SUNSET PARK,11232,"Linke, Antonia"
454.0,01-01-1999,QUEENS,NORTHEAST QUEENS,11362,"Langer, Samuel"
460.0,null,QUEENS,NORTHEAST QUEENS,11361,"Schütz, Fabian"
472.0,null,BRONX,SOUTHEAST BRONX,10472,"Schreiber, Jonathan"
474.0,01-01-2000,QUEENS,JAMAICA,11435,"Wagner, Linus"
475.0,01-01-2000,QUEENS,WEST QUEENS,11370,"Michel, Malte"
478.0,01-01-2000,MANHATTAN,UPPER WEST SIDE,10023,"Huber, Theo"
479.0,16-05-2009,MANHATTAN,LOWER EAST SIDE,10009,"Bauer, Jonas"
480.0,01-01-2000,QUEENS,SOUTHEAST QUEENS,11413,"Lehmann, Leni"
510.0,01-01-1998,BROOKLYN,SOUTHWEST BROOKLYN,11214,"Horn, Maximilian"
514.0,12-11-2012,MANHATTAN,LOWER EAST SIDE,10002,"Otto, Julius"
518.0,01-01-2000,STATEN ISLAND,SOUTH SHORE,10309,"Köhler, Mila"
541.0,05-09-2000,MANHATTAN,UPPER EAST SIDE,10065,"Simon, Jonas"
548.0,02-02-2000,QUEENS,SOUTHWEST QUEENS,11419,"Müller, Elisa"
549.0,null,BROOKLYN,FLATBUSH,11210,"Hahn, Ole"
550.0,12-11-2010,MANHATTAN,LOWER MANHATTAN,10038,"Reuter, Anna"
566.0,01-01-2000,BROOKLYN,NORTHWEST BROOKLYN,11205,"Fischer, Jakob"
568.0,01-01-2015,BROOKLYN,CENTRAL BROOKLYN,11216,"Lang, Nele"
573.0,01-01-2000,MANHATTAN,GREENWICH VILLAGE AND SOHO,10012,"Köhler, Julian"
579.0,18-02-1999,MANHATTAN,UPPER EAST SIDE,10044,"Maier, Leon"
583.0,11-01-2005,BROOKLYN,EAST NEW YORK AND NEW LOTS,11207,"Busch, Jan"
585.0,01-01-2000,QUEENS,NORTHWEST QUEENS,11105,"Weiß, Tim"
587.0,01-01-1999,BROOKLYN,CANARSIE AND FLATLANDS,11236,"Lange, Carlotta"
590.0,22-06-2010,MANHATTAN,LOWER MANHATTAN,10038,"Zimmermann, Julian"
693.0,01-01-1999,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10017,"Richter, Lea"
704.0,01-01-2000,BROOKLYN,EAST NEW YORK AND NEW LOTS,11208,"Groß, Emilia"
705.0,22-04-2003,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11237,"Richter, Adrian"
716.0,null,BRONX,HIGH BRIDGE AND MORRISANIA,10456,"Schütz, Johannes"
720.0,01-01-2000,BRONX,NORTHEAST BRONX,10469,"Wirth, Malte"
741.0,24-12-1991,BROOKLYN,EAST NEW YORK AND NEW LOTS,11208,"Krämer, Maximilian"
749.0,01-01-2000,MANHATTAN,LOWER MANHATTAN,10004,"Pohl, Julian"
756.0,12-11-2010,QUEENS,SOUTHEAST QUEENS,11429,"Krüger, Maximilian"
759.0,01-01-2000,STATEN ISLAND,SOUTH SHORE,10312,"Wagner, Luna"
763.0,01-01-2000,BRONX,SOUTHEAST BRONX,10465,"Simon, Marco"
766.0,27-03-1983,MANHATTAN,LOWER EAST SIDE,10002,"Reuter, Julian"
789.0,null,BRONX,KINGSBRIDGE AND RIVERDALE,10463,"Voelker, Johannes"
790.0,03-09-1989,QUEENS,SOUTHEAST QUEENS,11413,"Kuhn, Anton"
792.0,16-08-2009,STATEN ISLAND,SOUTH SHORE,10309,"Lehmann, Marlene"
798.0,null,BROOKLYN,SUNSET PARK,11232,"Groß, Lara"
807.0,16-05-2005,STATEN ISLAND,STAPLETON AND ST. GEORGE,10305,"Günther, Marlene"
809.0,12-11-2010,QUEENS,NORTHWEST QUEENS,11101,"Sauer, Julius"
816.0,28-11-1990,STATEN ISLAND,SOUTH SHORE,10312,"Hartmann, Nora"
823.0,null,MANHATTAN,CENTRAL HARLEM,10037,"Stephan, Samuel"
862.0,null,MANHATTAN,CENTRAL HARLEM,10039,"Müller, Mila"
882.0,01-01-1999,STATEN ISLAND,PORT RICHMOND,10303,"Winkler, Lea"
887.0,01-01-1999,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10017,"Weiß, Theo"
903.0,01-01-1970,BRONX,NORTHEAST BRONX,10470,"Reuter, Greta"
904.0,30-06-1999,MANHATTAN,CENTRAL HARLEM,10027,"Schuster, Dennis"
908.0,null,QUEENS,WEST CENTRAL QUEENS,11375,"Sommer, Jonas"
912.0,null,QUEENS,NORTH QUEENS,11356,"Lehmann, Nico"
924.0,12-11-2010,BRONX,HUNTS POINT AND MOTT HAVEN,10474,"Böhm, Luca"
929.0,10-09-2014,BROOKLYN,GREENPOINT,11222,"Stephan, Collin"
930.0,01-01-1999,BRONX,CENTRAL BRONX,10453,"Keller, Emil"
934.0,01-01-2000,BRONX,SOUTHEAST BRONX,10461,"Freitag, Peer"
939.0,null,QUEENS,SOUTHEAST QUEENS,11005,"Vogel, Vincent"
943.0,01-01-2000,BROOKLYN,BOROUGH PARK,11218,"Lehmann, Sofia"
947.0,01-01-2000,BRONX,NORTHEAST BRONX,10475,"Simon, Maximilian"
950.0,01-01-2000,STATEN ISLAND,PORT RICHMOND,10302,"Schäfer, Frieda"
952.0,null,MANHATTAN,LOWER MANHATTAN,10038,"Wirth, Emma"
969.0,null,BRONX,CENTRAL BRONX,10460,"Linke, Carlotta"
975.0,null,MANHATTAN,LOWER MANHATTAN,10038,"Kaiser, Dennis"
990.0,04-09-1999,QUEENS,WEST QUEENS,11369,"Lehmann, Jonathan"
993.0,null,BROOKLYN,SOUTHERN BROOKLYN,11223,"Meyer, Mathilda"
1001.0,14-03-2006,QUEENS,JAMAICA,11434,"Voelker, Jan"
1002.0,28-08-2012,BRONX,KINGSBRIDGE AND RIVERDALE,10471,"Wolf, Laurin"
1007.0,12-11-2010,QUEENS,ROCKAWAYS,11692,"Kopp, Alexander"
1014.0,12-11-2010,QUEENS,WEST QUEENS,11368,"Otto, Sofia"
1025.0,null,BROOKLYN,BOROUGH PARK,11204,"Horn, Leni"
1031.0,null,BRONX,KINGSBRIDGE AND RIVERDALE,10471,"Fuchs, Luca"
1037.0,null,MANHATTAN,CHELSEA AND CLINTON,10011,"Groß, Lina"
1038.0,12-11-2000,QUEENS,ROCKAWAYS,11694,"Wolf, Nils"
1047.0,01-01-2000,BROOKLYN,NORTHWEST BROOKLYN,11217,"Schröder, Ruben"
1055.0,09-04-2005,QUEENS,ROCKAWAYS,11695,"Walter, Marie"
1067.0,01-01-2000,QUEENS,NORTHEAST QUEENS,11361,"Simon, Collin"
1076.0,01-01-2000,BROOKLYN,CENTRAL BROOKLYN,11238,"Böhm, Frieda"
1080.0,20-02-1998,QUEENS,JAMAICA,11436,"Köhler, Moritz"
1089.0,null,QUEENS,SOUTHWEST QUEENS,11421,"Graf, Lisa"
1094.0,null,STATEN ISLAND,SOUTH SHORE,10307,"Meyer, Victoria"
1101.0,01-01-2000,BROOKLYN,NORTHWEST BROOKLYN,11231,"Kopp, Ella"
1111.0,01-01-2005,BROOKLYN,BOROUGH PARK,11204,"Möller, Johannes"
1129.0,12-11-2000,BROOKLYN,SOUTHWEST BROOKLYN,11209,"Schuster, Adrian"
1146.0,null,MANHATTAN,UPPER WEST SIDE,10024,"Wirth, Victoria"
1173.0,01-01-2000,BROOKLYN,CENTRAL BROOKLYN,11233,"Brandt, Dominik"
1195.0,01-01-1999,BROOKLYN,CENTRAL BROOKLYN,11238,"Jung, Luca"
1207.0,01-01-1999,BROOKLYN,GREENPOINT,11211,"Winkler, Mathilda"
1215.0,01-01-2000,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10010,"Bauer, Samuel"
1218.0,01-01-2000,QUEENS,NORTH QUEENS,11357,"Hofmann, Luisa"
1242.0,14-05-2002,QUEENS,ROCKAWAYS,11695,"Scholz, Nils"
1249.0,01-01-2000,MANHATTAN,UPPER EAST SIDE,10021,"Lorenz, Nils"
1253.0,01-01-2000,QUEENS,JAMAICA,11434,"Roth, Elias"
1254.0,01-01-2000,QUEENS,WEST QUEENS,11368,"Wagner, Peer"
1271.0,null,QUEENS,SOUTHWEST QUEENS,11421,"Lange, Paul"
1273.0,08-09-2009,BROOKLYN,NORTHWEST BROOKLYN,11205,"Roth, Luca"
1283.0,01-01-2000,QUEENS,JAMAICA,11423,"Heinrichs, Melina"
1295.0,null,QUEENS,ROCKAWAYS,11693,"Schneider, Tim"
1304.0,21-01-1992,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10022,"Kopp, Clara"
1316.0,15-02-2009,STATEN ISLAND,STAPLETON AND ST. GEORGE,10301,"Baumann, Fabian"
1326.0,01-01-2000,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10017,"Möller, Mia"
1336.0,09-07-2007,MANHATTAN,CHELSEA AND CLINTON,10020,"Hartmann, Mila"
1353.0,01-01-2000,MANHATTAN,CHELSEA AND CLINTON,10018,"Vogel, Luca"
1364.0,01-05-2000,QUEENS,ROCKAWAYS,11693,"Lehmann, Tobias"
1365.0,25-06-1995,MANHATTAN,EAST HARLEM,10029,"Klein, Nora"
1371.0,null,QUEENS,SOUTHWEST QUEENS,11418,"Kuhn, Lisa"
1375.0,01-01-2000,BRONX,NORTHEAST BRONX,10469,"Voelker, Levi"
1382.0,01-01-2000,BROOKLYN,BOROUGH PARK,11204,"Kühn, Elisa"
1388.0,25-09-2005,QUEENS,NORTH QUEENS,11355,"Schulz, Elias"
1425.0,01-01-2000,QUEENS,WEST QUEENS,11370,"Lang, Carlotta"
1442.0,01-01-2000,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11237,"Stark, Collin"
1451.0,01-01-2000,BROOKLYN,BOROUGH PARK,11218,"Werner, Nele"
1462.0,03-06-1992,MANHATTAN,CHELSEA AND CLINTON,10036,"Schilling, Hanna"
1463.0,null,MANHATTAN,LOWER EAST SIDE,10009,"Kuhn, Sofia"
1469.0,29-10-2005,MANHATTAN,CHELSEA AND CLINTON,10019,"Dietz, Julian"
1478.0,null,BRONX,CENTRAL BRONX,10460,"Werner, Lennard"
1481.0,01-01-2000,MANHATTAN,CENTRAL HARLEM,10026,"Stephan, Clara"
1482.0,07-09-1998,BRONX,BRONX PARK AND FORDHAM,10467,"Schäfer, Julius"
1488.0,01-01-2000,BROOKLYN,SUNSET PARK,11232,"Winkler, Maxim"
1494.0,01-01-2000,MANHATTAN,UPPER WEST SIDE,10025,"Groß, Tim"
1511.0,null,BRONX,HUNTS POINT AND MOTT HAVEN,10455,"Hoffmann, Luisa"
1513.0,01-01-2008,QUEENS,JAMAICA,11412,"Schäfer, Samuel"
1516.0,null,QUEENS,SOUTHEAST QUEENS,11428,"Kuhnert, Julian"
1517.0,12-11-2004,MANHATTAN,LOWER MANHATTAN,10005,"Schuster, Paul"
1520.0,05-09-2017,BROOKLYN,EAST NEW YORK AND NEW LOTS,11208,"Reuter, Dennis"
1527.0,null,QUEENS,ROCKAWAYS,11693,"Groß, Sebastian"
1530.0,01-01-2000,STATEN ISLAND,PORT RICHMOND,10310,"Dietrich, Oskar"
1533.0,01-01-2000,BRONX,KINGSBRIDGE AND RIVERDALE,10471,"Barth, Melina"
1538.0,18-10-1975,BRONX,HUNTS POINT AND MOTT HAVEN,10454,"Fischer, Alexander"
1557.0,01-01-2000,MANHATTAN,UPPER WEST SIDE,10025,"Meyer, Kilian"
1567.0,26-10-2008,MANHATTAN,CHELSEA AND CLINTON,10020,"Winkler, Simon"
1595.0,12-11-2005,MANHATTAN,CHELSEA AND CLINTON,10018,"Langer, Julius"
1603.0,25-09-2002,BRONX,SOUTHEAST BRONX,10461,"Hofmann, Leon"
1618.0,null,BRONX,HIGH BRIDGE AND MORRISANIA,10452,"Weiß, Marlene"
1623.0,01-01-2000,MANHATTAN,LOWER EAST SIDE,10002,"Kaiser, Nico"
1635.0,24-01-2014,QUEENS,SOUTHWEST QUEENS,11419,"Möller, Victoria"
1655.0,14-10-2000,QUEENS,NORTHEAST QUEENS,11362,"Jäger, Leni"
1659.0,01-10-2007,QUEENS,NORTH QUEENS,11360,"Voigt, Timo"
1660.0,null,BRONX,HUNTS POINT AND MOTT HAVEN,10459,"Stark, Emma"
1891.0,null,BROOKLYN,EAST NEW YORK AND NEW LOTS,11208,"Bauer, Anton"
1894.0,01-01-2005,MANHATTAN,LOWER MANHATTAN,10038,"Stephan, Levi"
1905.0,01-01-2000,BRONX,SOUTHEAST BRONX,10472,"Linke, Johannes"
1912.0,17-05-2006,QUEENS,ROCKAWAYS,11693,"Wirth, Maximilian"
1930.0,12-11-2008,QUEENS,CENTRAL QUEENS,11365,"Michel, David"
1933.0,null,QUEENS,WEST CENTRAL QUEENS,11374,"Voelker, Emil"
1935.0,01-01-1999,MANHATTAN,LOWER MANHATTAN,10007,"Schwarz, Victoria"
1942.0,01-01-2000,STATEN ISLAND,SOUTH SHORE,10306,"Hahn, Hanna"
1947.0,02-04-2012,MANHATTAN,LOWER MANHATTAN,10006,"Schmid, Finn"
1954.0,16-05-1998,BRONX,CENTRAL BRONX,10457,"Fischer, Amelie"
1957.0,01-02-2006,BROOKLYN,CANARSIE AND FLATLANDS,11239,"Scholten, Mia"
1961.0,null,BROOKLYN,EAST NEW YORK AND NEW LOTS,11207,"Ludwig, Nele"
1965.0,20-01-1974,BROOKLYN,FLATBUSH,11226,"Schreiber, Florian"
1973.0,12-11-2010,STATEN ISLAND,SOUTH SHORE,10309,"Langer, Kilian"
1981.0,01-01-2000,BROOKLYN,FLATBUSH,11226,"Roth, Alexander"
1989.0,01-01-2000,BROOKLYN,GREENPOINT,11222,"Linke, Elias"
2020.0,null,STATEN ISLAND,MID-ISLAND,10314,"Hartmann, Marie"
2021.0,01-01-2000,BROOKLYN,BOROUGH PARK,11219,"Huber, Aaron"
2045.0,01-01-2000,BRONX,NORTHEAST BRONX,10469,"Huber, Nico"
2052.0,01-01-2000,BROOKLYN,GREENPOINT,11211,"Weber, Laurin"
2057.0,null,QUEENS,SOUTHWEST QUEENS,11416,"Werner, Theo"
2063.0,null,BROOKLYN,BOROUGH PARK,11230,"Krüger, Nele"
2071.0,01-01-2000,QUEENS,WEST QUEENS,11373,"Köhler, Lea"
2079.0,25-06-2009,STATEN ISLAND,MID-ISLAND,10314,"Schneider, Paul"
2092.0,01-01-2000,BROOKLYN,CANARSIE AND FLATLANDS,11236,"Horn, Frieda"
2108.0,01-01-2000,BROOKLYN,FLATBUSH,11210,"Krüger, Elias"
2115.0,12-11-2010,MANHATTAN,UPPER EAST SIDE,10021,"Beck, Emilia"
2118.0,01-01-2000,STATEN ISLAND,PORT RICHMOND,10310,"Neumann, Ruben"
2122.0,null,BRONX,HIGH BRIDGE AND MORRISANIA,10451,"Weber, Luis"
2135.0,12-11-2010,QUEENS,JAMAICA,11432,"Walter, Leni"
2137.0,null,BROOKLYN,CANARSIE AND FLATLANDS,11236,"Zimmermann, Fabian"
2138.0,01-01-2000,QUEENS,SOUTHEAST QUEENS,11004,"Kühn, Alina"
2146.0,null,MANHATTAN,LOWER MANHATTAN,10038,"Weber, Johannes"
2151.0,02-05-1986,QUEENS,NORTH QUEENS,11360,"Baumann, Nils"
2156.0,12-11-2010,QUEENS,SOUTHEAST QUEENS,11005,"Seidel, Marco"
2187.0,15-09-2005,QUEENS,ROCKAWAYS,11697,"Heinrich, Laurin"
2188.0,01-01-1999,MANHATTAN,UPPER EAST SIDE,10028,"Sauer, Malte"
2213.0,null,STATEN ISLAND,STAPLETON AND ST. GEORGE,10301,"Fuchs, Clara"
2218.0,null,QUEENS,NORTHEAST QUEENS,11364,"Schilling, Collin"
2224.0,07-06-2004,STATEN ISLAND,PORT RICHMOND,10310,"Zimmermann, Oskar"
2245.0,12-11-2010,MANHATTAN,CHELSEA AND CLINTON,10036,"Heinrichs, Charlotte"
2254.0,02-09-2009,BROOKLYN,NORTHWEST BROOKLYN,11217,"Heinrichs, David"
2270.0,01-01-2000,QUEENS,NORTH QUEENS,11357,"Maier, Hannes"
2272.0,16-01-2000,QUEENS,NORTHEAST QUEENS,11362,"Scholz, Noah"
2297.0,12-11-2010,QUEENS,WEST CENTRAL QUEENS,11375,"Huber, Fabian"
2300.0,null,MANHATTAN,LOWER MANHATTAN,10006,"Maier, Emma"
2319.0,01-01-2000,BRONX,BRONX PARK AND FORDHAM,10467,"Pohl, Paula"
2339.0,18-08-2003,QUEENS,NORTH QUEENS,11357,"Kopp, Ruben"
2344.0,01-01-1999,MANHATTAN,CHELSEA AND CLINTON,10001,"Lange, Tim"
2359.0,null,BROOKLYN,CENTRAL BROOKLYN,11213,"Reuter, Collin"
2377.0,08-06-2008,BROOKLYN,EAST NEW YORK AND NEW LOTS,11207,"Schütz, Frieda"
2381.0,04-05-2016,QUEENS,NORTH QUEENS,11355,"Krämer, Emil"
2386.0,01-01-1999,MANHATTAN,LOWER MANHATTAN,10006,"Simon, Charlotte"
2427.0,01-01-2000,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10016,"Jäger, Nele"
2437.0,null,BROOKLYN,SUNSET PARK,11232,"Schmitt, Nils"
2448.0,null,STATEN ISLAND,SOUTH SHORE,10308,"Krüger, Carlotta"
2459.0,15-06-2003,QUEENS,ROCKAWAYS,11693,"Werner, Noah"
2462.0,01-01-1999,QUEENS,WEST QUEENS,11370,"Schmid, Vincent"
2482.0,null,QUEENS,NORTH QUEENS,11355,"Dietrich, Jakob"
2488.0,18-05-2008,MANHATTAN,LOWER MANHATTAN,10004,"Braun, Carlotta"
2505.0,12-11-2010,QUEENS,JAMAICA,11432,"Günther, Mats"
2523.0,15-11-1995,QUEENS,SOUTHWEST QUEENS,11414,"Koch, Luna"
2525.0,01-01-2000,QUEENS,ROCKAWAYS,11695,"Klein, Pascal"
2526.0,null,QUEENS,CENTRAL QUEENS,11365,"Wirth, Samuel"
2530.0,12-11-2010,BROOKLYN,FLATBUSH,11203,"Schmitt, Paula"
2547.0,01-01-2000,QUEENS,SOUTHWEST QUEENS,11414,"Braun, Jakob"
2549.0,null,QUEENS,NORTHWEST QUEENS,11104,"Busch, Leon"
2556.0,01-01-2000,QUEENS,NORTH QUEENS,11356,"Voelker, Katharina"
2564.0,null,BROOKLYN,FLATBUSH,11210,"Kühn, Mats"
2581.0,12-11-2010,MANHATTAN,UPPER EAST SIDE,10044,"Lorenz, Timo"
2599.0,18-10-1997,MANHATTAN,UPPER EAST SIDE,10021,"Weber, Moritz"
2607.0,19-05-2001,QUEENS,WEST CENTRAL QUEENS,11385,"Langer, Niklas"
2609.0,12-12-2006,BRONX,SOUTHEAST BRONX,10461,"Lange, Luisa"
2611.0,01-01-2000,QUEENS,SOUTHWEST QUEENS,11414,"Berger, Julius"
2635.0,21-06-1999,BROOKLYN,CANARSIE AND FLATLANDS,11234,"Schulz, Luis"
2655.0,14-05-2008,QUEENS,SOUTHWEST QUEENS,11418,"Sommer, Emilia"
